prop_name,property_type,rooms,parking,bathroom,size,furnished,facilities,additional_facilities,region,district,facility_count,has_pool,has_gym,additional_facility_count,near_rail,has_ac,cooking_allowed,has_internet,rent
The Henge Kepong,Condominium,3.0,2.0,2.0,1100.0,2,"Playground, Swimming Pool, Jogging Track, Security, Tennis Court, Lift, Multipurpose hall, Gymnasium, Barbeque area, Minimart, Squash Court, Sauna, Club house","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur,Kepong,13,1,1,5,1,1,1,1,2200.0
Sofiya Residences,Condominium,3.0,1.0,2.0,862.0,2,"Playground, Security, Gymnasium, Sauna, Jogging Track, Barbeque area, Lift, Swimming Pool","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur,Desa ParkCity,8,1,1,3,0,1,1,0,2300.0
Suasana Lumayan,Condominium,4.0,1.0,2.0,1142.0,1,"Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur,Cheras,13,1,1,5,1,1,1,1,1500.0
Vista Komanwel A,Condominium,3.0,2.0,2.0,1224.0,2,"Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur,Bukit Jalil,9,1,1,5,1,1,1,1,1600.0
Apartment Sentul,Apartment,3.0,0.0,1.0,700.0,0,Lift,Cooking Allowed,Kuala Lumpur,Sentul,1,0,0,1,0,0,1,0,700.0
Lakeville Residence,Condominium,3.0,2.0,2.0,1193.0,1,"Gymnasium, Security, Lift, Swimming Pool, Playground, Barbeque area, Sauna, Minimart, Multipurpose hall, Jogging Track, Tennis Court","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur,Jalan Ipoh,11,1,1,3,0,1,1,0,1900.0
Arte Plus Jalan Ampang,Service Residence,3.0,2.0,2.0,1200.0,2,"Gymnasium, Jogging Track, Playground, Security, Lift, Swimming Pool, Sauna, Barbeque area, Multipurpose hall, Tennis Court","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur,Ampang,10,1,1,3,0,1,1,0,2100.0
Vista Langkawi @ PV18,Service Residence,3.0,1.0,2.0,926.0,1,,,Kuala Lumpur,Setapak,0,0,0,1,0,0,0,0,1399.0
Residensi Alam Damai (PR1MA @ Alam Damai),Apartment,3.0,1.0,3.0,935.0,0,"Security, Lift, Playground, Minimart, Multipurpose hall",Cooking Allowed,Kuala Lumpur,Cheras,5,0,0,1,0,0,1,0,1300.0
Platinum OUG Residence,Condominium,3.0,1.0,2.0,1100.0,1,"Security, Playground, Gymnasium, Lift",,Kuala Lumpur,Kuchai Lama,4,0,1,1,0,0,0,0,1450.0
Residensi Pandanmas 1,Apartment,3.0,1.0,2.0,900.0,1,"Minimart, Gymnasium, Lift, Security, Swimming Pool, Playground, Jogging Track, Barbeque area, Multipurpose hall","Cooking Allowed, Near KTM/LRT, Air-Cond",Kuala Lumpur,Desa Pandan,9,1,1,3,1,1,1,0,1500.0
Flat Taman Melati,Flat,3.0,0.0,2.0,650.0,0,,"Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur,Setapak,0,0,0,3,1,1,1,0,1000.0
First Residence,Condominium,3.0,1.0,2.0,1070.0,1,"Barbeque area, Swimming Pool, Security, Playground, Gymnasium, Lift, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur,Kepong,7,1,1,3,1,1,1,0,1600.0
M Centura,Service Residence,3.0,0.0,2.0,850.0,2,"Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart, Club house","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur,Sentul,7,1,1,4,1,1,1,0,2200.0
Regalia Residence,Service Residence,1.0,1.0,1.0,560.0,2,"Playground, Swimming Pool, Squash Court, Gymnasium",,Kuala Lumpur,Jalan Sultan Ismail,4,1,1,1,0,0,0,0,2000.0
38 Bidara,Condominium,2.0,0.0,2.0,705.0,2,"Sauna, Swimming Pool, Playground, Club house, Security, Minimart, Gymnasium, Barbeque area",,Kuala Lumpur,KLCC,8,1,1,1,0,0,0,0,1900.0
Unio Residence,Apartment,2.0,1.0,2.0,866.0,2,"Jogging Track, Security, Swimming Pool, Tennis Court, Lift, Multipurpose hall, Minimart, Playground, Barbeque area, Gymnasium","Air-Cond, Cooking Allowed",Kuala Lumpur,Kepong,10,1,1,2,0,1,1,0,2200.0
Legasi Kampong Bharu,Apartment,3.0,1.0,2.0,950.0,2,"Gymnasium, Playground, Security, Minimart, Squash Court, Lift, Swimming Pool, Tennis Court, Jogging Track",Air-Cond,Kuala Lumpur,KL City,9,1,1,1,0,1,0,0,3300.0
Mercu Summer Suites @ Kuala Lumpur,Service Residence,1.0,0.0,1.0,600.0,2,"Minimart, Security, Lift, Swimming Pool, Gymnasium","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur,KL City,5,1,1,3,0,1,1,0,2000.0
Vista Saujana,Apartment,3.0,0.0,2.0,955.0,1,"Security, Playground, Swimming Pool",,Kuala Lumpur,Kepong,3,1,0,1,0,0,0,0,1000.0
Teratai Mewah Apartment,Apartment,3.0,0.0,1.0,650.0,0,"Playground, Security, Lift",Cooking Allowed,Kuala Lumpur,Setapak,3,0,0,1,0,0,1,0,850.0
Bangsar Permai,Condominium,3.0,0.0,2.0,1000.0,2,"Security, Swimming Pool, Playground, Gymnasium, Lift, Minimart, Club house","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur,Bangsar,7,1,1,4,1,1,1,0,2500.0
Bayu Tasik 2,Condominium,3.0,1.0,2.0,1000.0,2,"Swimming Pool, Playground, Gymnasium, Security, Lift, Barbeque area, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT",Kuala Lumpur,Cheras,8,1,1,4,1,1,1,0,1500.0
Platinum Oug Residence,Condominium,3.0,1.0,2.0,1200.0,2,"Security, Lift, Playground, Barbeque area, Multipurpose hall, Minimart, Jogging Track, Swimming Pool, Gymnasium","Cooking Allowed, Near KTM/LRT, Washing Machine, Air-Cond",Kuala Lumpur,Bukit Jalil,9,1,1,4,1,1,1,0,1650.0
M Centura,Service Residence,3.0,1.0,2.0,850.0,1,"Security, Lift, Swimming Pool, Playground, Gymnasium, Multipurpose hall","Cooking Allowed, Washing Machine",Kuala Lumpur,Sentul,6,1,1,2,0,0,1,0,2500.0
Casa Idaman,Condominium,3.0,2.0,2.0,1062.0,1,,,Kuala Lumpur,Jalan Ipoh,0,0,0,1,0,0,0,0,1500.0
Flat Taman Bukit Angkasa,Flat,3.0,0.0,2.0,700.0,1,Minimart,"Cooking Allowed, Near KTM/LRT",Kuala Lumpur,Bangsar South,1,0,0,2,1,0,1,0,1200.0
Platinum Lake PV 21,Service Residence,3.0,0.0,2.0,1040.0,1,"Gymnasium, Security, Lift, Swimming Pool, Multipurpose hall","Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur,Setapak,5,1,1,3,1,0,1,0,1500.0
Platinum Lake PV 20,Condominium,4.0,2.0,2.0,1333.0,1,,"Cooking Allowed, Washing Machine, Near KTM/LRT",Kuala Lumpur,Setapak,0,0,0,3,1,0,1,0,1500.0
M Vertica,Condominium,3.0,0.0,2.0,850.0,1,"Playground, Swimming Pool, Jogging Track, Barbeque area, Lift, Security, Tennis Court, Multipurpose hall, Gymnasium","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur,Cheras,9,1,1,4,1,1,1,0,1800.0
Impian Kota,Apartment,3.0,1.0,2.0,1100.0,1,,Near KTM/LRT,Kuala Lumpur,KL City,1,0,0,1,1,0,0,0,1500.0
Desa Dua Aman Puri,Apartment,3.0,1.0,2.0,850.0,0,"Security, Minimart, Jogging Track, Swimming Pool, Lift, Playground",Cooking Allowed,Kuala Lumpur,Kepong,6,1,0,1,0,0,1,0,850.0
The Andes Condo Villa @ Bukit Jalil,Condominium,3.0,2.0,2.0,1325.0,2,,,Kuala Lumpur,Bukit Jalil,0,0,0,1,0,0,0,0,3700.0
Kepong Sentral Condominium,Condominium,3.0,1.0,2.0,962.0,0,"Security, Minimart, Playground, Squash Court, Jogging Track, Lift, Swimming Pool, Tennis Court, Gymnasium",,Kuala Lumpur,Kepong,9,1,1,1,0,0,0,0,999.0
Nuri Court,Apartment,3.0,0.0,2.0,900.0,2,Security,"Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur,Pandan Indah,1,0,0,4,1,1,1,0,1500.0
The Hipster @ Taman Desa,Condominium,3.0,2.0,2.0,925.0,2,"Security, Minimart, Swimming Pool, Squash Court, Lift, Playground, Gymnasium, Barbeque area, Sauna, Multipurpose hall","Cooking Allowed, Air-Cond, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur,Taman Desa,10,1,1,5,1,1,1,1,2100.0
Mont Kiara Astana,Condominium,4.0,0.0,3.0,1690.0,2,"Playground, Barbeque area, Security, Swimming Pool, Tennis Court, Lift, Gymnasium, Sauna, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine, Internet",Kuala Lumpur,Mont Kiara,9,1,1,4,0,1,1,1,4500.0
Sentrio Suites,Service Residence,1.0,1.0,1.0,570.0,2,"Security, Lift, Swimming Pool, Playground, Gymnasium","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur,Desa Pandan,5,1,1,3,0,1,1,0,1550.0
Majestic Maxim,Service Residence,3.0,0.0,2.0,1050.0,2,"Swimming Pool, Gymnasium, Barbeque area, Security, Playground, Lift, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur,Cheras,7,1,1,4,1,1,1,0,2300.0
Tiara Mutiara 2,Service Residence,3.0,0.0,2.0,900.0,1,"Sauna, Multipurpose hall, Playground, Swimming Pool, Gymnasium, Security","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur,Old Klang Road,6,1,1,3,1,1,1,0,1500.0
PV9 Residences @ Taman Melati,Service Residence,4.0,3.0,2.0,1100.0,1,"Security, Lift, Swimming Pool, Playground, Minimart, Gymnasium","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT",Kuala Lumpur,Setapak,6,1,1,4,1,1,1,0,2499.0
Bukit Pandan 2,Condominium,3.0,1.0,2.0,1150.0,2,"Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Squash Court, Tennis Court, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur,Cheras,11,1,1,4,1,1,1,0,1450.0
Angkasa Impian 1,Condominium,4.0,0.0,4.0,2200.0,2,"Sauna, Playground, Gymnasium, Swimming Pool, Squash Court, Security, Barbeque area","Air-Cond, Cooking Allowed, Washing Machine, Internet",Kuala Lumpur,Bukit Bintang,7,1,1,4,0,1,1,1,4000.0
Majestic Maxim,Service Residence,2.0,0.0,2.0,650.0,1,"Gymnasium, Jogging Track, Lift, Playground, Security, Swimming Pool, Barbeque area",,Kuala Lumpur,Cheras,7,1,1,1,0,0,0,0,1100.0
Majestic Maxim,Service Residence,3.0,1.0,2.0,819.0,1,"Swimming Pool, Jogging Track, Barbeque area, Security, Playground, Lift, Gymnasium, Sauna, Minimart, Multipurpose hall","Air-Cond, Near KTM/LRT, Cooking Allowed",Kuala Lumpur,Cheras,10,1,1,3,1,1,1,0,1750.0
EkoCheras Service Apartment,Service Residence,1.0,1.0,2.0,762.0,1,"Minimart, Barbeque area, Swimming Pool, Gymnasium, Lift, Sauna, Playground, Security, Jogging Track",,Kuala Lumpur,Cheras,9,1,1,1,0,0,0,0,1800.0
Apartment Sentul,Apartment,2.0,1.0,2.0,743.0,2,"Security, Lift, Swimming Pool, Playground, Multipurpose hall, Minimart, Barbeque area, Sauna, Gymnasium, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur,Sentul,13,1,1,4,1,1,1,0,1700.0
Camellia,Condominium,1.0,1.0,1.0,638.0,2,"Club house, Playground, Security, Swimming Pool",,Kuala Lumpur,Bangsar South,4,1,0,1,0,0,0,0,2200.0
Bayu @ Pandan Jaya,Condominium,3.0,1.0,2.0,1072.0,1,"Playground, Gymnasium, Security, Swimming Pool, Multipurpose hall, Club house","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur,Pandan Jaya,6,1,1,3,1,1,1,0,1700.0
Casa Green (Bukit Jalil),Condominium,4.0,1.0,2.0,900.0,2,"Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur,Bukit Jalil,6,1,1,4,1,1,1,0,2000.0
10 Semantan,Service Residence,2.0,1.0,2.0,990.0,2,"Sauna, Security, Gymnasium, Minimart, Swimming Pool, Barbeque area, Lift, Playground","Cooking Allowed, Air-Cond, Near KTM/LRT, Washing Machine",Kuala Lumpur,Damansara Heights,8,1,1,4,1,1,1,0,1948.0
Impiana Sky Residensi,Apartment,3.0,1.0,2.0,850.0,1,"Security, Playground, Multipurpose hall, Lift","Air-Cond, Cooking Allowed",Kuala Lumpur,Bukit Jalil,4,0,0,2,0,1,1,0,1300.0
M Vertica,Condominium,3.0,2.0,2.0,850.0,2,"Security, Playground, Swimming Pool, Tennis Court, Jogging Track, Lift, Barbeque area, Multipurpose hall, Gymnasium, Sauna, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur,Cheras,11,1,1,3,1,1,1,0,2200.0
Damai Hillpark,Service Residence,3.0,2.0,2.0,1020.0,1,"Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur,Bandar Damai Perdana,6,1,1,3,0,1,1,0,1600.0
Vista Langkawi @ PV18,Service Residence,3.0,1.0,2.0,926.0,0,,,Kuala Lumpur,Setapak,0,0,0,1,0,0,0,0,1300.0
Platinum Lake PV 13,Condominium,3.0,2.0,2.0,1313.0,1,"Minimart, Club house, Swimming Pool, Sauna, Security, Playground, Gymnasium, Barbeque area",,Kuala Lumpur,Setapak,8,1,1,1,0,0,0,0,2400.0
Majestic Maxim,Service Residence,3.0,0.0,2.0,850.0,0,,"Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur,Cheras,0,0,0,3,1,1,1,0,1400.0
1 Razak Mansion,Condominium,3.0,0.0,2.0,800.0,0,"Lift, Multipurpose hall, Security, Swimming Pool",Cooking Allowed,Kuala Lumpur,Sungai Besi,4,1,0,1,0,0,1,0,1200.0
Putra Villa,Condominium,3.0,0.0,2.0,1066.0,2,"Security, Lift, Swimming Pool, Playground, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur,Setapak,5,1,0,4,1,1,1,0,1800.0
Vina Versatile Homes,Studio,1.0,1.0,1.0,450.0,2,"Security, Lift, Swimming Pool, Playground, Multipurpose hall, Minimart, Gymnasium, Jogging Track, Tennis Court","Air-Cond, Near KTM/LRT, Cooking Allowed",Kuala Lumpur,Cheras,9,1,1,3,1,1,1,0,1400.0
M Vertica,Condominium,3.0,0.0,2.0,850.0,1,"Tennis Court, Barbeque area, Jogging Track, Multipurpose hall, Swimming Pool, Security, Playground, Lift","Air-Cond, Near KTM/LRT",Kuala Lumpur,Cheras,8,1,0,2,1,1,0,0,1800.0
PV9 Residences @ Taman Melati,Service Residence,4.0,0.0,3.0,1300.0,1,"Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur,Setapak,10,1,1,5,1,1,1,1,550.0
Residensi Jalilmas,Apartment,3.0,1.0,2.0,800.0,1,"Minimart, Multipurpose hall, Security, Lift","Cooking Allowed, Near KTM/LRT",Kuala Lumpur,Bukit Jalil,4,0,0,2,1,0,1,0,1000.0
Sri Putramas,Condominium,3.0,1.0,2.0,1100.0,1,"Playground, Sauna, Security, Tennis Court, Barbeque area, Gymnasium, Minimart, Swimming Pool, Lift",Air-Cond,Kuala Lumpur,Jalan Kuching,9,1,1,1,0,1,0,0,1500.0
Sri Putramas,Condominium,3.0,1.0,2.0,1100.0,2,"Playground, Sauna, Security, Tennis Court, Barbeque area, Gymnasium, Minimart, Swimming Pool, Lift","Air-Cond, Washing Machine",Kuala Lumpur,Jalan Kuching,9,1,1,2,0,1,0,0,1600.0
Pangsapuri Melur (Sentul),Apartment,3.0,1.0,2.0,650.0,1,"Security, Lift, Swimming Pool, Playground, Minimart, Multipurpose hall, Tennis Court","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur,Sentul,7,1,0,3,1,1,1,0,1400.0
Platinum OUG Residence,Condominium,3.0,1.0,2.0,1200.0,2,"Playground, Security, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur,Kuchai Lama,3,0,0,4,1,1,1,0,1800.0
Majestic Maxim,Service Residence,2.0,0.0,2.0,650.0,0,"Gymnasium, Jogging Track, Lift, Playground, Security, Swimming Pool, Barbeque area","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur,Cheras,7,1,1,3,1,1,1,0,1100.0
Majestic Maxim,Service Residence,3.0,1.0,2.0,819.0,1,"Lift, Playground, Gymnasium, Security, Swimming Pool, Barbeque area, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur,Cheras,7,1,1,3,1,1,1,0,1488.0
vista wirajaya 2,Condominium,3.0,1.0,2.0,850.0,0,,,Kuala Lumpur,Setapak,0,0,0,1,0,0,0,0,1500.0
Danau Kota Suite Apartments,Apartment,3.0,1.0,2.0,829.0,2,"Playground, Security, Minimart, Jogging Track, Swimming Pool, Gymnasium, Lift",,Kuala Lumpur,Setapak,7,1,1,1,0,0,0,0,2200.0
Anjung Hijau,Condominium,2.0,1.0,2.0,980.0,2,"Minimart, Playground, Security, Barbeque area, Jogging Track, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur,Bukit Jalil,6,0,0,4,1,1,1,0,1400.0
Sri Putramas,Condominium,3.0,2.0,2.0,1100.0,2,"Playground, Sauna, Security, Tennis Court, Barbeque area, Gymnasium, Minimart, Swimming Pool, Lift","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur,Jalan Kuching,9,1,1,3,0,1,1,0,1500.0
Residensi Pandanmas 1,Apartment,3.0,0.0,2.0,900.0,2,"Jogging Track, Security, Lift, Minimart, Playground, Sauna, Swimming Pool, Gymnasium","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur,Desa Pandan,8,1,1,3,0,1,1,0,1600.0
Awana Puri Condominiums,Condominium,3.0,1.0,2.0,1185.0,1,,"Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT, Internet",Kuala Lumpur,Cheras,0,0,0,5,1,1,1,1,1500.0
Sri Pelangi (Jalan Genting Kelang),Condominium,3.0,1.0,2.0,931.0,1,"Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Jogging Track",Cooking Allowed,Kuala Lumpur,Setapak,9,1,1,1,0,0,1,0,1200.0
Taman Miharja Apartment (LRT Miharja),Apartment,3.0,1.0,2.0,950.0,1,,"Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur,Cheras,1,0,0,5,1,1,1,1,1500.0
Endah Ria,Condominium,4.0,0.0,2.0,1421.0,1,"Security, Lift, Swimming Pool, Playground","Cooking Allowed, Near KTM/LRT",Kuala Lumpur,Sri Petaling,4,1,0,2,1,0,1,0,1600.0
Putra Villa,Condominium,3.0,0.0,2.0,1076.0,2,"Security, Lift, Swimming Pool, Gymnasium, Club house, Minimart","Near KTM/LRT, Cooking Allowed, Washing Machine",Kuala Lumpur,Setapak,6,1,1,3,1,0,1,0,1800.0
Kenari Apartment (Taman Melati),Apartment,3.0,0.0,2.0,900.0,2,"Security, Lift, Swimming Pool, Playground, Gymnasium","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur,Setapak,5,1,1,5,1,1,1,1,1600.0
Mutiara Magna,Apartment,3.0,0.0,2.0,750.0,0,Security,,Kuala Lumpur,Kepong,1,0,0,1,0,0,0,0,1000.0
Kenari Apartment (Taman Melati),Apartment,3.0,1.0,2.0,900.0,2,"Security, Playground","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT",Kuala Lumpur,Setapak,2,0,0,4,1,1,1,0,1600.0
The Holmes,Condominium,3.0,2.0,2.0,1018.0,1,,"Cooking Allowed, Near KTM/LRT, Internet",Kuala Lumpur,Cheras,0,0,0,3,1,0,1,1,1600.0
Suasana Lumayan,Condominium,4.0,1.0,2.0,1142.0,1,"Gymnasium, Security, Minimart, Playground, Sauna","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur,Cheras,5,0,1,5,1,1,1,1,1600.0
"The Park 2, Pavilion Bukit Jalil",Service Residence,2.0,1.0,2.0,750.0,2,"Swimming Pool, Security, Gymnasium, Playground, Lift, Minimart","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur,Bukit Jalil,6,1,1,3,0,1,1,0,3200.0
Seksyen 1 Wangsa Maju Flat,Flat,2.0,0.0,1.0,600.0,1,,"Near KTM/LRT, Cooking Allowed",Kuala Lumpur,Wangsa Maju,0,0,0,2,1,0,1,0,900.0
Platinum Hill PV 6,Condominium,4.0,1.0,2.0,1328.0,0,,,Kuala Lumpur,Setapak,0,0,0,1,0,0,0,0,1600.0
M3 Residency,Service Residence,3.0,1.0,2.0,900.0,2,,,Kuala Lumpur,Setapak,0,0,0,1,0,0,0,0,1700.0
Platinum Lake PV 13,Condominium,4.0,0.0,2.0,1313.0,0,"Security, Club house, Minimart, Swimming Pool, Barbeque area, Sauna, Playground, Gymnasium",,Kuala Lumpur,Setapak,8,1,1,1,0,0,0,0,1800.0
Putra Villa,Condominium,3.0,1.0,2.0,1067.0,2,,,Kuala Lumpur,Setapak,0,0,0,1,0,0,0,0,1800.0
TR Residence,Service Residence,3.0,1.0,2.0,850.0,2,"Barbeque area, Security, Playground, Gymnasium, Swimming Pool, Jogging Track, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur,Titiwangsa,7,1,1,4,1,1,1,0,2500.0
Majestic Maxim,Service Residence,2.0,1.0,2.0,650.0,1,"Gymnasium, Playground, Swimming Pool, Jogging Track, Security, Barbeque area, Lift","Air-Cond, Near KTM/LRT",Kuala Lumpur,Cheras,7,1,1,2,1,1,0,0,1300.0
Genting Court Condominium,Condominium,3.0,1.0,2.0,820.0,1,"Minimart, Security, Lift, Swimming Pool, Playground, Club house, Tennis Court","Air-Cond, Cooking Allowed",Kuala Lumpur,Setapak,7,1,0,2,0,1,1,0,1100.0
Prima Court,Condominium,3.0,1.0,2.0,890.0,1,"Playground, Barbeque area, Security, Swimming Pool, Gymnasium, Sauna, Minimart, Multipurpose hall, Jogging Track, Tennis Court",Cooking Allowed,Kuala Lumpur,Ampang,10,1,1,1,0,0,1,0,900.0
Aliran Damai Apartments,Apartment,3.0,1.0,2.0,1006.0,1,,"Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur,Cheras,0,0,0,4,1,1,1,0,1200.0
Royal Regent (Sri Putramas 3),Condominium,3.0,1.0,2.0,1018.0,2,"Minimart, Playground, Swimming Pool, Gymnasium, Tennis Court, Sauna, Security, Lift, Barbeque area, Multipurpose hall, Club house","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur,Jalan Kuching,11,1,1,3,0,1,1,0,2000.0
Vue Residences,Service Residence,2.0,1.0,1.0,726.0,1,"Gymnasium, Playground, Multipurpose hall, Barbeque area, Security, Swimming Pool, Lift, Minimart, Tennis Court","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur,Titiwangsa,9,1,1,3,1,1,1,0,1700.0
Tasikmas,Apartment,3.0,1.0,2.0,850.0,2,"Security, Lift","Cooking Allowed, Near KTM/LRT, Washing Machine, Air-Cond",Kuala Lumpur,Bandar Tasik Selatan,2,0,0,4,1,1,1,0,1300.0
Flat Taman Bukit Angkasa,Flat,3.0,0.0,1.0,750.0,0,,,Kuala Lumpur,Bangsar South,0,0,0,1,0,0,0,0,1200.0
Seksyen 2 Wangsa Maju Flat Block D,Flat,2.0,0.0,1.0,520.0,0,,Near KTM/LRT,Kuala Lumpur,Wangsa Maju,0,0,0,1,1,0,0,0,1200.0
Alpha Villa,Apartment,3.0,0.0,2.0,1070.0,1,"Security, Lift, Playground, Minimart, Multipurpose hall","Air-Cond, Cooking Allowed",Kuala Lumpur,Wangsa Maju,5,0,0,2,0,1,1,0,1500.0
M Centura,Service Residence,3.0,0.0,2.0,850.0,2,"Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur,Sentul,9,1,1,4,1,1,1,0,2500.0
Wangsa Maju Seksyen2 Flat Block F,Flat,2.0,2.0,1.0,580.0,1,"Playground, Gymnasium, Club house, Jogging Track, Squash Court, Multipurpose hall, Minimart, Barbeque area","Cooking Allowed, Near KTM/LRT",Kuala Lumpur,Wangsa Maju,8,0,1,2,1,0,1,0,750.0
28 Boulevard,Apartment,1.0,0.0,1.0,450.0,2,"Tennis Court, Lift, Minimart, Squash Court, Jogging Track, Security, Playground, Swimming Pool, Gymnasium","Air-Cond, Cooking Allowed, Washing Machine, Internet",Kuala Lumpur,Pandan Perdana,9,1,1,4,0,1,1,1,1700.0
Residensi Pandanmas 2,Condominium,3.0,0.0,2.0,900.0,0,"Jogging Track, Playground, Gymnasium, Security, Swimming Pool, Minimart, Lift",,Kuala Lumpur,Desa Pandan,7,1,1,1,0,0,0,0,1200.0
Regalia Residence,Service Residence,1.0,0.0,1.0,560.0,2,"Playground, Gymnasium, Swimming Pool, Squash Court","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur,Jalan Sultan Ismail,4,1,1,3,0,1,1,0,2100.0
Pangsapuri Mawar (Sentul),Condominium,3.0,2.0,2.0,1010.0,0,"Security, Minimart",,Kuala Lumpur,Sentul,2,0,0,1,0,0,0,0,1400.0
Casa Kiara 1,Condominium,4.0,2.0,3.0,1268.0,2,"Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur,Mont Kiara,13,1,1,5,1,1,1,1,3000.0
Nusa Mewah Villa Condominium,Condominium,3.0,2.0,2.0,865.0,2,"Playground, Jogging Track, Security, Minimart, Swimming Pool, Lift, Gymnasium, Barbeque area, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur,Cheras,9,1,1,3,0,1,1,0,1400.0
Mizumi Residences,Service Residence,3.0,2.0,2.0,932.0,1,"Jogging Track, Multipurpose hall, Minimart, Sauna, Club house, Swimming Pool, Gymnasium, Security, Playground, Lift, Barbeque area","Cooking Allowed, Near KTM/LRT",Kuala Lumpur,Kepong,11,1,1,2,1,0,1,0,1400.0
